class,0,1,2,3,4,5,6,7,8,9
0,4699,9,6,20,16,16,7,116,73,38
1,162,4571,0,7,2,6,4,32,48,168
2,473,7,3122,113,386,252,86,512,27,22
3,212,8,70,2647,253,652,165,788,83,122
4,168,0,26,31,4216,60,32,460,4,3
5,48,5,26,215,120,3897,49,607,9,24
6,126,6,55,92,196,51,4274,164,26,10
7,41,0,4,10,54,36,0,4848,2,5
8,287,15,6,2,10,6,7,60,4554,53
9,212,83,1,2,8,5,1,118,26,4544
