class,0,1,2,3,4,5,6,7,8,9
0,4147,12,121,56,47,19,29,108,230,231
1,23,3759,4,4,4,7,4,8,41,1146
2,91,1,3992,177,336,84,132,116,31,40
3,29,4,58,4099,108,320,45,227,15,95
4,7,0,22,159,4470,31,36,246,13,16
5,9,1,37,511,87,3950,14,352,8,31
6,9,0,40,191,211,65,4321,92,10,61
7,7,1,13,68,59,21,6,4781,5,39
8,49,10,15,17,7,2,14,3,4703,180
9,12,4,2,6,9,1,3,19,25,4919
