class,0,1,2,3,4,5,6,7,8,9
0,4602,59,177,24,7,12,20,18,74,7
1,30,4921,14,4,2,3,1,4,15,6
2,164,11,4559,45,18,134,38,21,7,3
3,77,20,410,3305,60,883,77,144,19,5
4,90,1,670,55,3764,254,49,107,8,2
5,21,5,184,134,36,4496,21,98,4,1
6,51,40,348,100,11,123,4305,9,13,0
7,35,8,190,11,47,158,6,4540,4,1
8,207,84,44,28,2,6,11,6,4602,10
9,187,779,73,35,2,10,5,24,74,3811
